,Titles,Scores,title_keywords,title_keywords_2,title_keywords_3,title_keywords_v,title_keywords_v2
89,"How can the multi-factorial origins of late life disease be reduced to a small number of general biological principles, drawing on the evolutionary theory of aging?",4,"[('disease', 0.8815), ('late', 0.8754), ('evolutionary', 0.867), ('principles', 0.8297)]","[('origins late', 0.8904), ('theory aging', 0.8766), ('multi factorial', 0.8746), ('disease reduced', 0.8698), ('biological principles', 0.8527)]","[('late life disease', 0.9058), ('multi factorial origins', 0.9035), ('theory aging', 0.8766), ('principles drawing evolutionary', 0.8594), ('reduced', 0.8388)]","[('late life disease', 0.9058), ('evolutionary theory', 0.8715), ('general biological principles', 0.864), ('small number', 0.8236)]","[('multi - factorial origins', 0.9175), ('late life disease', 0.9058), ('evolutionary theory', 0.8715), ('general biological principles', 0.864)]"
90,"What are the mechanisms of evolutionary change that lead to major changes in longevity, especially in mammals? How is it that human beings live almost twice as long as chimps?",4,"[('evolutionary', 0.9023), ('mechanisms', 0.8897), ('changes', 0.8723), ('mammals', 0.8715)]","[('changes longevity', 0.9294), ('mechanisms evolutionary', 0.9185), ('long chimps', 0.8771), ('mammals human', 0.8742), ('lead major', 0.8233)]","[('changes longevity especially', 0.9362), ('mechanisms evolutionary', 0.9185), ('mammals human beings', 0.8823), ('long chimps', 0.8771), ('lead major', 0.8233)]","[('evolutionary change', 0.9003), ('mechanisms', 0.8897), ('major changes', 0.8807), ('human beings', 0.8794)]","[('evolutionary change', 0.9003), ('mechanisms', 0.8897), ('major changes', 0.8807), ('human beings', 0.8794)]"
91,Are there additional solute carrier (SLC) membrane transport proteins known to play roles associated with aging?,4,"[('slc', 0.9004), ('membrane', 0.858), ('associated', 0.8553), ('roles', 0.8474)]","[('slc membrane', 0.9093), ('transport proteins', 0.9064), ('additional solute', 0.8856), ('associated aging', 0.8814), ('roles', 0.8474)]","[('membrane transport proteins', 0.9189), ('additional solute carrier', 0.9055), ('slc', 0.9004), ('roles associated aging', 0.8948), ('proteins known', 0.8791)]","[('membrane transport proteins', 0.9189), ('additional solute carrier', 0.9055), ('slc', 0.9004), ('roles', 0.8474)]","[('membrane transport proteins', 0.9189), ('additional solute carrier', 0.9055), ('slc', 0.9004), ('roles', 0.8474)]"
92,At what age is it appropriate to commence various anti-aging treatments? (5),4,"[('age', 0.9161), ('treatments', 0.8854), ('appropriate', 0.8747), ('anti', 0.8651), ('commence', 0.8471)]","[('aging treatments', 0.9305), ('age', 0.9161), ('appropriate commence', 0.8923), ('anti', 0.8651), ('various', 0.8562)]","[('anti aging treatments', 0.9404), ('age appropriate commence', 0.9214), ('age', 0.9161), ('commence various anti', 0.9015), ('various', 0.8562)]","[('age', 0.9161)]","[('various anti - aging treatments', 0.945), ('age', 0.9161)]"
93,Are there pharmaceutical agents capable of specifically reprogramming epigenetic biomarkers associated with aging?,4,"[('epigenetic', 0.8822), ('reprogramming', 0.8765), ('biomarkers', 0.871), ('agents', 0.8593)]","[('epigenetic biomarkers', 0.9036), ('pharmaceutical agents', 0.885), ('specifically reprogramming', 0.8834), ('capable specifically', 0.8321)]","[('reprogramming epigenetic biomarkers', 0.9242), ('biomarkers associated aging', 0.9035), ('pharmaceutical agents capable', 0.8743), ('specifically', 0.8472)]","[('epigenetic biomarkers', 0.9036), ('pharmaceutical agents', 0.885)]","[('epigenetic biomarkers', 0.9036), ('pharmaceutical agents', 0.885)]"
94,"In what manner can protein and lipid oxidation be quantitatively assessed, along with its quantitative alterations associated with aging? ",4,"[('quantitatively', 0.9002), ('oxidation', 0.8888), ('protein', 0.8822), ('alterations', 0.847)]","[('oxidation quantitatively', 0.9309), ('protein lipid', 0.8954), ('quantitative alterations', 0.8944), ('assessed', 0.8595)]","[('oxidation quantitatively assessed', 0.9465), ('lipid oxidation', 0.9081), ('protein lipid', 0.8954), ('alterations associated aging', 0.8814), ('manner', 0.829)]","[('lipid oxidation', 0.9081), ('quantitative alterations', 0.8944), ('protein', 0.8822), ('manner', 0.829)]","[('lipid oxidation', 0.9081), ('quantitative alterations', 0.8944), ('protein', 0.8822), ('manner', 0.829)]"
95,How can we determine which drugs are aging-related and which ones merely impact lifespan (healthspan)? ,4,"[('drugs', 0.9099), ('lifespan', 0.9031), ('healthspan', 0.8928), ('impact', 0.8468)]","[('drugs aging', 0.9281), ('lifespan healthspan', 0.9161), ('impact', 0.8468), ('determine', 0.8463), ('related ones', 0.845)]","[('drugs aging related', 0.9373), ('determine drugs aging', 0.9353), ('impact lifespan healthspan', 0.9217), ('determine drugs', 0.8915), ('ones merely', 0.8492)]","[('drugs', 0.9099), ('lifespan', 0.9031), ('healthspan', 0.8928), ('ones', 0.8601)]","[('drugs', 0.9099), ('lifespan', 0.9031), ('healthspan', 0.8928), ('ones', 0.8601)]"
96,"What is the list of ""chronic low-grade inflammatory-associated compounds"" that are currently considered aging-related?",4,"[('inflammatory', 0.884), ('chronic', 0.8672), ('compounds', 0.867), ('related', 0.8477)]","[('aging related', 0.9139), ('grade inflammatory', 0.889), ('list chronic', 0.8854), ('compounds currently', 0.8746), ('associated', 0.8653)]","[('inflammatory associated compounds', 0.9304), ('low grade inflammatory', 0.9068), ('currently considered aging', 0.9036), ('list chronic low', 0.8974), ('related', 0.8477)]","[('list', 0.8459)]","[('compounds', 0.867), ('list', 0.8459), ('grade', 0.8101)]"
97,Aging and the immune-neurohumoral homeostasis status of genders.,4,"[('genders', 0.8879), ('homeostasis', 0.8878), ('immune', 0.8814), ('status', 0.8612)]","[('immune neurohumoral', 0.913), ('homeostasis status', 0.9068), ('neurohumoral homeostasis', 0.8975), ('genders', 0.8879)]","[('homeostasis status genders', 0.9391), ('aging immune neurohumoral', 0.9305), ('neurohumoral homeostasis', 0.8975), ('genders', 0.8879), ('immune', 0.8814)]","[('genders', 0.8879)]","[('neurohumoral homeostasis status', 0.9172), ('genders', 0.8879)]"
98,Is the Hispanic paradox sufficiently substantiated within scientific discourse?,4,"[('hispanic', 0.8966), ('paradox', 0.8831), ('scientific', 0.8547), ('substantiated', 0.8462), ('discourse', 0.8381)]","[('hispanic paradox', 0.9342), ('hispanic', 0.8966), ('paradox sufficiently', 0.8962), ('substantiated scientific', 0.8782), ('discourse', 0.8381)]","[('hispanic paradox sufficiently', 0.9485), ('paradox sufficiently substantiated', 0.9283), ('hispanic', 0.8966), ('substantiated scientific discourse', 0.8893), ('scientific', 0.8547)]","[('hispanic paradox', 0.9342), ('scientific discourse', 0.8726)]","[('hispanic paradox', 0.9342), ('scientific discourse', 0.8726)]"
99,Do longevity drugs retard aging?,4,"[('drugs', 0.8833), ('retard', 0.8419)]","[('longevity drugs', 0.9639), ('retard aging', 0.9044), ('drugs retard', 0.8872)]","[('longevity drugs', 0.9639), ('longevity drugs retard', 0.9609), ('drugs retard aging', 0.9607), ('retard aging', 0.9044)]","[('longevity drugs', 0.9639)]","[('longevity drugs', 0.9639), ('retard aging', 0.9044)]"
100,To what extent does inflammageing contribute to organismal ageing?,4,"[('inflammageing', 0.9357), ('organismal', 0.89), ('does', 0.8501), ('contribute', 0.8389)]","[('inflammageing contribute', 0.9585), ('organismal ageing', 0.9129), ('contribute organismal', 0.8911), ('extent does', 0.8566), ('does', 0.8501)]","[('inflammageing contribute organismal', 0.9725), ('extent does inflammageing', 0.9519), ('contribute organismal ageing', 0.9353), ('extent does', 0.8566)]","[('organismal ageing', 0.9129), ('extent', 0.851)]","[('organismal ageing', 0.9129), ('extent', 0.851)]"
101,What are the evolved public (universal) and private (species-specifc) longevity assurance genes for the essential lifespan of a species? ,4,"[('genes', 0.8766), ('assurance', 0.8765), ('universal', 0.8556), ('private', 0.8447)]","[('assurance genes', 0.905), ('specifc longevity', 0.9049), ('essential lifespan', 0.8999), ('evolved public', 0.885), ('private species', 0.8662)]","[('longevity assurance genes', 0.93), ('essential lifespan species', 0.9111), ('evolved public universal', 0.9031), ('private species', 0.8662), ('species specifc', 0.86)]","[('longevity assurance genes', 0.93), ('essential lifespan', 0.8999), ('species', 0.8631)]","[('longevity assurance genes', 0.93), ('essential lifespan', 0.8999), ('species', 0.8631), ('specifc', 0.8439)]"
102,"What is the nature of imperfections that limit the optimal functionality of the longevity assurance processes, and are they sexspecifc?",4,"[('sexspecifc', 0.9016), ('imperfections', 0.8895), ('assurance', 0.8837), ('processes', 0.835)]","[('longevity assurance', 0.9158), ('processes sexspecifc', 0.9013), ('imperfections limit', 0.8927), ('nature imperfections', 0.8907), ('functionality', 0.8825)]","[('assurance processes sexspecifc', 0.9244), ('longevity assurance', 0.9158), ('functionality longevity', 0.9058), ('imperfections limit optimal', 0.9013), ('nature imperfections', 0.8907)]","[('longevity assurance processes', 0.9161), ('imperfections', 0.8895), ('optimal functionality', 0.8697), ('nature', 0.8289)]","[('longevity assurance processes', 0.9161), ('sexspecifc', 0.9016), ('imperfections', 0.8895), ('optimal functionality', 0.8697), ('nature', 0.8289)]"
103,How does the regulation of biological time transitions across the life cycle occur?,4,"[('transitions', 0.8909), ('time', 0.8908), ('regulation', 0.8773), ('biological', 0.8664), ('cycle', 0.8494)]","[('time transitions', 0.9171), ('biological time', 0.9107), ('regulation biological', 0.8995), ('life cycle', 0.8744), ('does', 0.8212)]","[('biological time transitions', 0.9451), ('regulation biological time', 0.9391), ('transitions life cycle', 0.9076), ('life cycle occur', 0.8925), ('does regulation', 0.862)]","[('biological time transitions', 0.9451), ('regulation', 0.8773), ('life cycle', 0.8744)]","[('biological time transitions', 0.9451), ('regulation', 0.8773), ('life cycle', 0.8744)]"
104,What are the quantitative and qualitative features of the homeodynamic space in terms of the health and survival ability of a biological system?,4,"[('homeodynamic', 0.9069), ('features', 0.8645), ('biological', 0.8569), ('space', 0.8528), ('qualitative', 0.8474)]","[('features homeodynamic', 0.9242), ('quantitative qualitative', 0.8622), ('biological', 0.8569), ('space', 0.8528), ('survival ability', 0.8506)]","[('features homeodynamic space', 0.9434), ('qualitative features homeodynamic', 0.9342), ('terms health', 0.8773), ('survival ability biological', 0.8635), ('quantitative qualitative', 0.8622)]","[('homeodynamic space', 0.9232), ('qualitative features', 0.8707), ('health', 0.8619), ('terms', 0.8557), ('biological system', 0.8543)]","[('homeodynamic space', 0.9232), ('qualitative features', 0.8707), ('health', 0.8619), ('terms', 0.8557), ('biological system', 0.8543)]"
105,"What determines heterogeneity in the rate and extent of age-related changes at various levels of biological organization, from molecules to the whole body and population levels?",4,"[('heterogeneity', 0.9046), ('age', 0.8764), ('biological', 0.8679), ('changes', 0.8493), ('determines', 0.8411)]","[('determines heterogeneity', 0.9225), ('age related', 0.9031), ('levels biological', 0.8709), ('organization molecules', 0.8632), ('body population', 0.8592)]","[('determines heterogeneity', 0.9225), ('age related changes', 0.9156), ('levels biological organization', 0.8864), ('rate extent', 0.8642), ('molecules body population', 0.8631)]","[('heterogeneity', 0.9046), ('population levels', 0.8805), ('various levels', 0.8804), ('biological organization', 0.8779), ('rate', 0.8648)]","[('heterogeneity', 0.9046), ('population levels', 0.8805), ('various levels', 0.8804), ('biological organization', 0.8779), ('age', 0.8764)]"
106,How many diseases of ageing are caused by the trapping of citrate in the mitochondria,4,"[('citrate', 0.8957), ('mitochondria', 0.8726), ('caused', 0.8688), ('trapping', 0.8534)]","[('citrate mitochondria', 0.9124), ('trapping citrate', 0.9073), ('ageing caused', 0.8921), ('diseases', 0.881), ('trapping', 0.8534)]","[('caused trapping citrate', 0.9358), ('trapping citrate mitochondria', 0.9323), ('ageing caused trapping', 0.9064), ('diseases ageing', 0.8981), ('mitochondria', 0.8726)]","[('citrate', 0.8957), ('many diseases', 0.8862), ('mitochondria', 0.8726), ('trapping', 0.8534)]","[('citrate', 0.8957), ('many diseases', 0.8862), ('mitochondria', 0.8726), ('trapping', 0.8534)]"
107,How do we evaluate and compare epigenetic clocks within humans and with other species?,4,"[('epigenetic', 0.9063), ('clocks', 0.8857), ('evaluate', 0.8678), ('humans', 0.8657), ('compare', 0.8599)]","[('epigenetic clocks', 0.9344), ('compare epigenetic', 0.9269), ('clocks humans', 0.8989), ('evaluate compare', 0.8699), ('humans species', 0.8579)]","[('compare epigenetic clocks', 0.9597), ('epigenetic clocks humans', 0.9469), ('clocks humans', 0.8989), ('evaluate', 0.8678), ('humans species', 0.8579)]","[('epigenetic clocks', 0.9344), ('humans', 0.8657), ('species', 0.8325)]","[('epigenetic clocks', 0.9344), ('humans', 0.8657), ('species', 0.8325)]"
108,Will the use of AI speed up age reversal discoveries in a much faster pace than previously expected?,4,"[('ai', 0.8848), ('reversal', 0.8683), ('speed', 0.8632), ('discoveries', 0.851), ('age', 0.8405)]","[('ai speed', 0.9047), ('discoveries faster', 0.8969), ('reversal discoveries', 0.8794), ('pace previously', 0.8591), ('age', 0.8405)]","[('reversal discoveries faster', 0.9206), ('use ai speed', 0.9145), ('speed age reversal', 0.9088), ('faster pace', 0.8893), ('pace previously expected', 0.8644)]","[('ai speed', 0.9047), ('faster pace', 0.8893), ('reversal discoveries', 0.8794), ('age', 0.8405), ('use', 0.8124)]","[('age reversal discoveries', 0.9084), ('faster pace', 0.8893), ('ai', 0.8848), ('use', 0.8124)]"
109,Can senolytics and consequent compensative replication for replacing the removed senescent cells accelerate telomere shortening and/or increase replication errors?,4,"[('senolytics', 0.8873), ('replication', 0.8727), ('compensative', 0.868), ('errors', 0.8439), ('removed', 0.8411)]","[('senolytics consequent', 0.9048), ('senescent cells', 0.8977), ('compensative replication', 0.8945), ('accelerate telomere', 0.8932), ('replacing removed', 0.8629)]","[('senolytics consequent compensative', 0.9213), ('accelerate telomere shortening', 0.9088), ('increase replication errors', 0.9067), ('compensative replication replacing', 0.9038), ('removed senescent cells', 0.8994)]","[('consequent compensative replication', 0.8992), ('senescent cells', 0.8977), ('replication errors', 0.897), ('senolytics', 0.8873), ('telomere shortening', 0.8847)]","[('consequent compensative replication', 0.8992), ('senescent cells', 0.8977), ('replication errors', 0.897), ('senolytics', 0.8873), ('shortening', 0.8381)]"
110,Should senolytics consumption dosage differ in different ages?,4,"[('senolytics', 0.9067), ('dosage', 0.8848), ('ages', 0.875), ('different', 0.8592), ('consumption', 0.8526)]","[('senolytics consumption', 0.9248), ('dosage differ', 0.9106), ('ages', 0.875), ('different', 0.8592), ('consumption', 0.8526)]","[('senolytics consumption dosage', 0.9489), ('dosage differ', 0.9106), ('senolytics', 0.9067), ('differ different ages', 0.8931), ('consumption', 0.8526)]","[('senolytics consumption dosage', 0.9489), ('different ages', 0.8974)]","[('senolytics consumption dosage', 0.9489), ('different ages', 0.8974)]"
111,How much do errors in biochemical synthesis of metabolites contribute to ageing?,4,"[('errors', 0.8878), ('metabolites', 0.8702), ('synthesis', 0.8299), ('contribute', 0.829)]","[('errors biochemical', 0.9132), ('metabolites contribute', 0.8991), ('contribute ageing', 0.8884), ('synthesis metabolites', 0.8731)]","[('metabolites contribute ageing', 0.9389), ('errors biochemical synthesis', 0.9244), ('synthesis metabolites contribute', 0.897), ('biochemical', 0.8649)]","[('errors', 0.8878), ('metabolites', 0.8702), ('biochemical synthesis', 0.8648)]","[('errors', 0.8878), ('metabolites', 0.8702), ('biochemical synthesis', 0.8648)]"
112,How much does oxidation of proteins and lipids contribute to ageing? ,4,"[('oxidation', 0.9007), ('proteins', 0.886), ('lipids', 0.8714), ('contribute', 0.8288)]","[('oxidation proteins', 0.9275), ('contribute ageing', 0.8915), ('proteins', 0.886), ('lipids', 0.8714), ('does', 0.8215)]","[('oxidation proteins lipids', 0.9383), ('lipids contribute ageing', 0.9319), ('proteins lipids contribute', 0.9202), ('contribute ageing', 0.8915), ('does', 0.8215)]","[('oxidation', 0.9007), ('proteins', 0.886), ('lipids', 0.8714)]","[('oxidation', 0.9007), ('proteins', 0.886), ('lipids', 0.8714)]"
113,How much does deregulation of histone modification contribute to ageing?,4,"[('deregulation', 0.8969), ('modification', 0.8743), ('histone', 0.8715), ('contribute', 0.8204)]","[('deregulation histone', 0.9222), ('histone modification', 0.9092), ('modification contribute', 0.8976), ('contribute ageing', 0.8791), ('does', 0.82)]","[('deregulation histone modification', 0.9362), ('histone modification contribute', 0.9282), ('modification contribute ageing', 0.9211), ('contribute ageing', 0.8791), ('does', 0.82)]","[('histone modification', 0.9092), ('deregulation', 0.8969)]","[('histone modification contribute', 0.9282), ('deregulation', 0.8969)]"
114,How much does deregulation of transcription factors contribute to ageing?,4,"[('deregulation', 0.9018), ('transcription', 0.8783), ('factors', 0.8681), ('contribute', 0.8273)]","[('deregulation transcription', 0.9188), ('transcription factors', 0.9077), ('contribute ageing', 0.8845), ('factors', 0.8681), ('does', 0.8173)]","[('deregulation transcription factors', 0.9368), ('transcription factors contribute', 0.9244), ('contribute ageing', 0.8845), ('factors', 0.8681), ('does', 0.8173)]","[('transcription factors', 0.9077), ('deregulation', 0.9018)]","[('transcription factors', 0.9077), ('deregulation', 0.9018)]"
115,How much does deregulation of alternative splicing contribute to ageing?,4,"[('splicing', 0.8871), ('deregulation', 0.8856), ('alternative', 0.8716), ('contribute', 0.8318)]","[('alternative splicing', 0.919), ('splicing contribute', 0.9114), ('contribute ageing', 0.8942), ('does deregulation', 0.8673), ('does', 0.8114)]","[('splicing contribute ageing', 0.9416), ('deregulation alternative splicing', 0.9388), ('alternative splicing', 0.919), ('does deregulation alternative', 0.8688), ('does', 0.8114)]","[('alternative splicing', 0.919), ('deregulation', 0.8856)]","[('alternative splicing contribute', 0.9381), ('deregulation', 0.8856)]"
116,How much does deregulation of RNA methylation contribute to ageing?,4,"[('methylation', 0.8845), ('deregulation', 0.8836), ('rna', 0.8685), ('contribute', 0.8144)]","[('rna methylation', 0.9091), ('methylation contribute', 0.9037), ('contribute ageing', 0.8697), ('does deregulation', 0.8644), ('does', 0.815)]","[('methylation contribute ageing', 0.9392), ('deregulation rna methylation', 0.9355), ('rna methylation', 0.9091), ('does deregulation rna', 0.8926)]","[('rna methylation', 0.9091), ('deregulation', 0.8836)]","[('rna methylation', 0.9091), ('deregulation', 0.8836)]"
117,How much does deregulation of miRNAs contribute to ageing?,4,"[('deregulation', 0.8998), ('mirnas', 0.8923), ('contribute', 0.8279), ('does', 0.819)]","[('deregulation mirnas', 0.9257), ('mirnas contribute', 0.9161), ('mirnas', 0.8923), ('contribute ageing', 0.8815), ('does', 0.819)]","[('mirnas contribute ageing', 0.9529), ('deregulation mirnas contribute', 0.9459), ('mirnas', 0.8923), ('does deregulation', 0.8808), ('does', 0.819)]","[('deregulation', 0.8998), ('mirnas', 0.8923)]","[('deregulation', 0.8998), ('mirnas', 0.8923)]"
118,How much does deregulation of posttranslational modifications contribute to ageing?,4,"[('posttranslational', 0.8984), ('deregulation', 0.8903), ('modifications', 0.8736), ('contribute', 0.8294)]","[('deregulation posttranslational', 0.9322), ('posttranslational modifications', 0.9198), ('modifications contribute', 0.8978), ('contribute ageing', 0.8796), ('does', 0.8246)]","[('deregulation posttranslational modifications', 0.9382), ('posttranslational modifications contribute', 0.9348), ('modifications contribute', 0.8978), ('contribute ageing', 0.8796), ('does', 0.8246)]","[('posttranslational modifications', 0.9198), ('deregulation', 0.8903)]","[('posttranslational modifications', 0.9198), ('deregulation', 0.8903)]"
119,How much does deregulation of chemical messengers contribute to ageing?,4,"[('deregulation', 0.8823), ('chemical', 0.8615), ('messengers', 0.8562), ('contribute', 0.8285)]","[('deregulation chemical', 0.89), ('contribute ageing', 0.8768), ('chemical', 0.8615), ('messengers', 0.8562), ('does', 0.8118)]","[('messengers contribute ageing', 0.9234), ('deregulation chemical messengers', 0.9217), ('chemical messengers', 0.8842), ('does deregulation chemical', 0.8763), ('does', 0.8118)]","[('chemical messengers', 0.8842), ('deregulation', 0.8823)]","[('chemical messengers', 0.8842), ('deregulation', 0.8823)]"
120,How much does excessive cell necrosis contribute to ageing?,4,"[('necrosis', 0.8868), ('excessive', 0.8753), ('cell', 0.8604), ('contribute', 0.8346)]","[('necrosis contribute', 0.9203), ('excessive cell', 0.9069), ('contribute ageing', 0.8927), ('does', 0.8216)]","[('necrosis contribute ageing', 0.9455), ('excessive cell necrosis', 0.9425), ('cell necrosis contribute', 0.9322), ('does excessive cell', 0.8969), ('contribute', 0.8346)]","[('excessive cell necrosis', 0.9425)]","[('excessive cell necrosis', 0.9425)]"
121,How much does excessive cell autophagy contribute to ageing?,4,"[('autophagy', 0.9019), ('excessive', 0.893), ('cell', 0.8678), ('contribute', 0.8398)]","[('autophagy contribute', 0.9262), ('cell autophagy', 0.9189), ('excessive cell', 0.9157), ('does', 0.8192)]","[('excessive cell autophagy', 0.9515), ('autophagy contribute ageing', 0.9466), ('cell autophagy contribute', 0.9366), ('contribute ageing', 0.8949), ('does', 0.8192)]","[('excessive cell autophagy', 0.9515)]","[('excessive cell autophagy', 0.9515)]"
122,How much do excessive cell cycle arrests contribute to ageing?,4,"[('excessive', 0.8684), ('cell', 0.8537), ('arrests', 0.8462), ('cycle', 0.826)]","[('excessive cell', 0.8998), ('cycle arrests', 0.8893), ('cell cycle', 0.8827), ('arrests contribute', 0.8757), ('contribute ageing', 0.8725)]","[('excessive cell cycle', 0.9294), ('arrests contribute ageing', 0.923), ('cycle arrests contribute', 0.917), ('cell cycle arrests', 0.9058), ('contribute', 0.8094)]","[('excessive cell cycle arrests', 0.9524)]","[('excessive cell cycle arrests', 0.9524)]"
123,How much does stem cell exhaustion contribute to ageing?,4,"[('exhaustion', 0.8928), ('stem', 0.8731), ('cell', 0.8482), ('contribute', 0.8152)]","[('cell exhaustion', 0.9168), ('exhaustion contribute', 0.9134), ('stem cell', 0.885), ('contribute ageing', 0.882), ('does stem', 0.8418)]","[('stem cell exhaustion', 0.9427), ('exhaustion contribute', 0.9134), ('contribute ageing', 0.882), ('cell', 0.8482), ('does', 0.805)]","[('cell exhaustion', 0.9168)]","[('cell exhaustion', 0.9168)]"
124,How much does mitochondrial DNA damage contribute to ageing?,4,"[('damage', 0.8988), ('mitochondrial', 0.8897), ('dna', 0.8814), ('contribute', 0.8286)]","[('damage contribute', 0.9121), ('mitochondrial dna', 0.9109), ('dna damage', 0.9077), ('does', 0.8198)]","[('mitochondrial dna damage', 0.9422), ('damage contribute ageing', 0.9347), ('dna damage contribute', 0.9267), ('contribute ageing', 0.8861), ('does', 0.8198)]","[('mitochondrial dna damage', 0.9422)]","[('mitochondrial dna damage', 0.9422)]"
125,How much does oxidative DNA damage contribute to ageing?,4,"[('oxidative', 0.9073), ('damage', 0.8956), ('dna', 0.8783), ('contribute', 0.8361)]","[('oxidative dna', 0.9336), ('damage', 0.8956), ('contribute ageing', 0.8854), ('dna', 0.8783), ('does', 0.8203)]","[('oxidative dna damage', 0.947), ('damage contribute', 0.9152), ('contribute ageing', 0.8854), ('dna', 0.8783), ('does', 0.8203)]","[('oxidative dna damage', 0.947)]","[('oxidative dna damage', 0.947)]"
126,How much does DNA damage response contribute to ageing?,4,"[('damage', 0.8972), ('dna', 0.8744), ('response', 0.8509), ('contribute', 0.8379)]","[('damage response', 0.9179), ('dna damage', 0.9166), ('does dna', 0.8578), ('contribute', 0.8379)]","[('damage response contribute', 0.9338), ('dna damage response', 0.9318), ('response contribute ageing', 0.9045), ('dna', 0.8744)]","[('dna damage response', 0.9318)]","[('dna damage response', 0.9318)]"
127,How much does suboptimal efficiency of DNA repair systems contribute to ageing?,4,"[('suboptimal', 0.8841), ('repair', 0.8698), ('dna', 0.8672), ('efficiency', 0.8658)]","[('suboptimal efficiency', 0.9016), ('dna repair', 0.8995), ('efficiency dna', 0.8909), ('contribute ageing', 0.8677), ('systems', 0.8246)]","[('suboptimal efficiency dna', 0.9206), ('efficiency dna repair', 0.9188), ('dna repair systems', 0.8927), ('systems contribute ageing', 0.8819), ('does', 0.8206)]","[('suboptimal efficiency', 0.9016), ('dna repair systems', 0.8927)]","[('suboptimal efficiency', 0.9016), ('dna repair systems', 0.8927)]"
128,How much does RNA polymerase stalling contribute to ageing?,4,"[('stalling', 0.8844), ('polymerase', 0.8707), ('rna', 0.8579), ('contribute', 0.8086)]","[('polymerase stalling', 0.9187), ('stalling contribute', 0.9016), ('rna polymerase', 0.8928), ('contribute ageing', 0.8715), ('does rna', 0.8349)]","[('polymerase stalling contribute', 0.9367), ('stalling contribute ageing', 0.9312), ('rna polymerase stalling', 0.9166), ('rna', 0.8579)]","[('rna polymerase stalling', 0.9166)]","[('rna polymerase stalling', 0.9166)]"
129,"How much does the immune response to altered (oxidized, misfolded) molecules (e.g. oxLDL, beta amyloid, alpha synuclein) contribute to ageing?",4,"[('oxldl', 0.8912), ('immune', 0.8764), ('synuclein', 0.8673), ('alpha', 0.8628)]","[('oxldl beta', 0.8954), ('contribute ageing', 0.8873), ('misfolded molecules', 0.8843), ('response altered', 0.8638), ('does immune', 0.854)]","[('oxldl beta amyloid', 0.9133), ('immune response altered', 0.9049), ('synuclein contribute ageing', 0.9047), ('altered oxidized misfolded', 0.8913), ('molecules', 0.8449)]","[('immune response', 0.8943), ('oxldl', 0.8912), ('beta amyloid', 0.8891), ('alpha synuclein', 0.8853)]","[('immune response', 0.8943), ('oxldl', 0.8912), ('beta amyloid', 0.8891), ('alpha synuclein', 0.8853)]"
130,How much does the immune response to extracellular pathogens contribute to ageing?,4,"[('pathogens', 0.879), ('immune', 0.875), ('extracellular', 0.8588), ('contribute', 0.8423)]","[('pathogens contribute', 0.91), ('extracellular', 0.8588), ('does immune', 0.8525), ('response', 0.8389)]","[('pathogens contribute ageing', 0.9377), ('extracellular pathogens contribute', 0.923), ('immune response extracellular', 0.9069), ('does', 0.8128)]","[('extracellular pathogens', 0.8964), ('immune response', 0.8913)]","[('extracellular pathogens', 0.8964), ('immune response', 0.8913)]"
131,How much does the immune response to intracellular pathogens contribute to ageing?,4,"[('immune', 0.878), ('pathogens', 0.8758), ('intracellular', 0.8644), ('contribute', 0.8253)]","[('intracellular pathogens', 0.9015), ('pathogens contribute', 0.8983), ('immune response', 0.8887), ('contribute ageing', 0.8769), ('does', 0.8103)]","[('pathogens contribute ageing', 0.9325), ('intracellular pathogens contribute', 0.9275), ('immune response intracellular', 0.9108), ('does', 0.8103)]","[('intracellular pathogens', 0.9015), ('immune response', 0.8887)]","[('intracellular pathogens', 0.9015), ('immune response', 0.8887)]"
132,How much does immune deficiency contribute to ageing?,4,"[('immune', 0.8972), ('deficiency', 0.855), ('contribute', 0.8274), ('does', 0.8091)]","[('immune deficiency', 0.9279), ('contribute ageing', 0.889), ('deficiency contribute', 0.8828), ('does', 0.8091)]","[('immune deficiency contribute', 0.9534), ('deficiency contribute ageing', 0.9105), ('does immune', 0.8774), ('does', 0.8091)]","[('immune deficiency', 0.9279)]","[('immune deficiency', 0.9279)]"
133,How much does immune cell clonal expansion contribute to ageing?,4,"[('immune', 0.8695), ('expansion', 0.8657), ('clonal', 0.8653), ('contribute', 0.8362)]","[('clonal expansion', 0.9005), ('expansion contribute', 0.8875), ('contribute ageing', 0.8869), ('does immune', 0.8471), ('cell', 0.8404)]","[('clonal expansion contribute', 0.9224), ('expansion contribute ageing', 0.9133), ('immune cell clonal', 0.9072), ('does immune', 0.8471)]","[('clonal expansion', 0.9005), ('immune cell', 0.8852)]","[('clonal expansion', 0.9005), ('immune cell', 0.8852)]"
134,How much does the involution of thymus contribute to ageing?,4,"[('involution', 0.9166), ('thymus', 0.8961), ('contribute', 0.8429), ('does', 0.8167)]","[('involution thymus', 0.9332), ('thymus contribute', 0.9242), ('contribute ageing', 0.8941), ('does', 0.8167)]","[('involution thymus contribute', 0.9559), ('thymus contribute ageing', 0.9551), ('contribute', 0.8429), ('does', 0.8167)]","[('involution', 0.9166), ('thymus', 0.8961)]","[('thymus contribute', 0.9242), ('involution', 0.9166)]"
